s,iniziativa,presentazione,approvazione
http://dati.camera.it/ocd/attocamera.rdf/ac18_1425,Parlamentare,20181207,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_1767,Governo,20190410,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_1850,Governo,20190514,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_3040,Governo,20210421,20220505
http://dati.camera.it/ocd/attocamera.rdf/ac18_2523,Governo,20200527,20200929
http://dati.camera.it/ocd/attocamera.rdf/ac18_1201-B,Governo,20190731,20191001
http://dati.camera.it/ocd/attocamera.rdf/ac18_805,Parlamentare,20180628,20180731
http://dati.camera.it/ocd/attocamera.rdf/ac18_3038,Governo,20210421,20211111
http://dati.camera.it/ocd/attocamera.rdf/ac18_1616,Parlamentare,20190220,20190513
http://dati.camera.it/ocd/attocamera.rdf/ac18_85,Parlamentare,20180323,20180731
http://dati.camera.it/ocd/attocamera.rdf/ac18_2118,Parlamentare,20190925,20191106
http://dati.camera.it/ocd/attocamera.rdf/ac18_2657,Governo,20200909,20210414
http://dati.camera.it/ocd/attocamera.rdf/ac18_3395,Governo,20211206,20211215
http://dati.camera.it/ocd/attocamera.rdf/ac18_2018,Governo,20190724,20190925
http://dati.camera.it/ocd/attocamera.rdf/ac18_1182,Parlamentare,20180920,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_1641,Governo,20190301,20200527
http://dati.camera.it/ocd/attocamera.rdf/ac18_164,Parlamentare,20180323,20211103
http://dati.camera.it/ocd/attocamera.rdf/ac18_1499,Parlamentare,20190115,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_3366,Governo,20211112,20211123
http://dati.camera.it/ocd/attocamera.rdf/ac18_1807,Governo,20190430,20190627
http://dati.camera.it/ocd/attocamera.rdf/ac18_2927,Parlamentare,20210304,20220302
http://dati.camera.it/ocd/attocamera.rdf/ac18_2424,Parlamentare,20200305,20211026
http://dati.camera.it/ocd/attocamera.rdf/ac18_1637,Governo,20190228,20190327
http://dati.camera.it/ocd/attocamera.rdf/ac18_3259,Governo,20210805,20210923
http://dati.camera.it/ocd/attocamera.rdf/ac18_988,Parlamentare,20180724,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_2434,Governo,20200313,20200506
http://dati.camera.it/ocd/attocamera.rdf/ac18_3514,Governo,20220310,20220614
http://dati.camera.it/ocd/attocamera.rdf/ac18_1166,Parlamentare,20180917,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_1391,Governo,20181121,20190109
http://dati.camera.it/ocd/attocamera.rdf/ac18_1898,Governo,20190607,20190613
http://dati.camera.it/ocd/attocamera.rdf/ac18_1346,Governo,20181107,20181128
http://dati.camera.it/ocd/attocamera.rdf/ac18_2828,Governo,20201216,20201218
http://dati.camera.it/ocd/attocamera.rdf/ac18_3298,Governo,20210930,20211117
http://dati.camera.it/ocd/attocamera.rdf/ac18_2471,Governo,20200420,20200619
http://dati.camera.it/ocd/attocamera.rdf/ac18_1638,Governo,20190228,20190411
http://dati.camera.it/ocd/attocamera.rdf/ac18_3278,Governo,20210910,20211104
http://dati.camera.it/ocd/attocamera.rdf/ac18_1125,Governo,20180810,20190109
http://dati.camera.it/ocd/attocamera.rdf/ac18_2802,Parlamentare,20201126,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_2415,Governo,20200228,20211013
http://dati.camera.it/ocd/attocamera.rdf/ac18_2746,Governo,20201026,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_1994,Governo,20190716,20191113
http://dati.camera.it/ocd/attocamera.rdf/ac18_2302,Governo,20191216,20200206
http://dati.camera.it/ocd/attocamera.rdf/ac18_2091,Governo,20190912,20210526
http://dati.camera.it/ocd/attocamera.rdf/ac18_3264,Governo,20210806,20210923
http://dati.camera.it/ocd/attocamera.rdf/ac18_2824,Governo,20201210,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_3347,Governo,20211102,20211220
http://dati.camera.it/ocd/attocamera.rdf/ac18_3614,Governo,20220517,20220714
http://dati.camera.it/ocd/attocamera.rdf/ac18_1550,Governo,20190130,20190207
http://dati.camera.it/ocd/attocamera.rdf/ac18_1956,Governo,20190703,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_3308,Governo,20211006,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_2267,Governo,20191122,20191210
http://dati.camera.it/ocd/attocamera.rdf/ac18_2333,Governo,20200109,20200929
http://dati.camera.it/ocd/attocamera.rdf/ac18_875-B,Parlamentare,20211118,20220420
http://dati.camera.it/ocd/attocamera.rdf/ac18_1538,Governo,20190124,20190711
http://dati.camera.it/ocd/attocamera.rdf/ac18_3634,Governo,20220531,20220802
http://dati.camera.it/ocd/attocamera.rdf/ac18_344,Governo,20180323,20181003
http://dati.camera.it/ocd/attocamera.rdf/ac18_2845,Governo,20201231,20210225
http://dati.camera.it/ocd/attocamera.rdf/ac18_3431,Governo,20211230,20220224
http://dati.camera.it/ocd/attocamera.rdf/ac18_1666,Parlamentare,20190312,20211103
http://dati.camera.it/ocd/attocamera.rdf/ac18_1680,Parlamentare,20190313,20190702
http://dati.camera.it/ocd/attocamera.rdf/ac18_3363,Governo,20211111,20211117
http://dati.camera.it/ocd/attocamera.rdf/ac18_804,Governo,20180628,20180719
http://dati.camera.it/ocd/attocamera.rdf/ac18_1626,Governo,20190222,20200527
http://dati.camera.it/ocd/attocamera.rdf/ac18_2305,Governo,20191217,20191224
http://dati.camera.it/ocd/attocamera.rdf/ac18_1999,Governo,20190717,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_1004,Governo,20180726,20180806
http://dati.camera.it/ocd/attocamera.rdf/ac18_1476,Governo,20181227,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_1455,Governo,20181217,20190717
http://dati.camera.it/ocd/attocamera.rdf/ac18_2945,Governo,20210313,20210506
http://dati.camera.it/ocd/attocamera.rdf/ac18_2805,Parlamentare,20201126,20220427
http://dati.camera.it/ocd/attocamera.rdf/ac18_1603-bis,Governo,20190312,20190806
http://dati.camera.it/ocd/attocamera.rdf/ac18_2100-B,Governo,20191108,20191113
http://dati.camera.it/ocd/attocamera.rdf/ac18_1704,Governo,20190326,20210526
http://dati.camera.it/ocd/attocamera.rdf/ac18_1480,Parlamentare,20181229,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_2751,Governo,20201027,20211028
http://dati.camera.it/ocd/attocamera.rdf/ac18_2655,Governo,20200909,20220112
http://dati.camera.it/ocd/attocamera.rdf/ac18_3045,Governo,20210422,20210616
http://dati.camera.it/ocd/attocamera.rdf/ac18_3132,Governo,20210525,20210722
http://dati.camera.it/ocd/attocamera.rdf/ac18_2700,Governo,20201006,20201012
http://dati.camera.it/ocd/attocamera.rdf/ac18_1541,Governo,20190124,20191030
http://dati.camera.it/ocd/attocamera.rdf/ac18_684,Parlamentare,20180604,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_2165,Parlamentare,20191010,20200923
http://dati.camera.it/ocd/attocamera.rdf/ac18_1536,Parlamentare,20190123,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_1354,Parlamentare,20181108,20190312
http://dati.camera.it/ocd/attocamera.rdf/ac18_1649,Parlamentare,20190307,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_2579,Governo,20200709,20210414
http://dati.camera.it/ocd/attocamera.rdf/ac18_675,Governo,20180531,20180620
http://dati.camera.it/ocd/attocamera.rdf/ac18_1236,Parlamentare,20181003,20181106
http://dati.camera.it/ocd/attocamera.rdf/ac18_1862,Governo,20190522,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_1127,Governo,20180810,20190109
http://dati.camera.it/ocd/attocamera.rdf/ac18_2360,Governo,20200130,20200805
http://dati.camera.it/ocd/attocamera.rdf/ac18_1432,Governo,20181210,20190416
http://dati.camera.it/ocd/attocamera.rdf/ac18_2230,Governo,20191030,20200929
http://dati.camera.it/ocd/attocamera.rdf/ac18_2314,Governo,20191220,20210420
http://dati.camera.it/ocd/attocamera.rdf/ac18_1109,Parlamentare,20180807,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_2561,Governo,20200625,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_2461,Governo,20200408,20200604
http://dati.camera.it/ocd/attocamera.rdf/ac18_1345,Parlamentare,20181106,20211026
http://dati.camera.it/ocd/attocamera.rdf/ac18_1991,Governo,20190716,20191113
http://dati.camera.it/ocd/attocamera.rdf/ac18_2554,Governo,20200624,20200714
http://dati.camera.it/ocd/attocamera.rdf/ac18_2122,Governo,20190925,20200930
http://dati.camera.it/ocd/attocamera.rdf/ac18_682,Parlamentare,20180601,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_2484,Parlamentare,20200504,20210318
http://dati.camera.it/ocd/attocamera.rdf/ac18_1468,Governo,20181219,20190711
http://dati.camera.it/ocd/attocamera.rdf/ac18_3675,Governo,20220711,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_2654,Governo,20200909,20210414
http://dati.camera.it/ocd/attocamera.rdf/ac18_3418,Governo,20211220,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_2447,Governo,20200325,20200521
http://dati.camera.it/ocd/attocamera.rdf/ac18_1732,Parlamentare,20190402,20211026
http://dati.camera.it/ocd/attocamera.rdf/ac18_3533,Governo,20220324,20220518
http://dati.camera.it/ocd/attocamera.rdf/ac18_1769,Governo,20190410,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_1409,Parlamentare,20181130,20190227
http://dati.camera.it/ocd/attocamera.rdf/ac18_3223,Governo,20210723,20210915
http://dati.camera.it/ocd/attocamera.rdf/ac18_3341,Governo,20211029,20211103
http://dati.camera.it/ocd/attocamera.rdf/ac18_3580,Governo,20220428,20220809
http://dati.camera.it/ocd/attocamera.rdf/ac18_1539,Governo,20190124,20190711
http://dati.camera.it/ocd/attocamera.rdf/ac18_3319,Governo,20211013,20211215
http://dati.camera.it/ocd/attocamera.rdf/ac18_622,Parlamentare,20180511,20220405
http://dati.camera.it/ocd/attocamera.rdf/ac18_1585-B,Parlamentare,20190711,20191008
http://dati.camera.it/ocd/attocamera.rdf/ac18_1334-B,Governo,20181223,20181230
http://dati.camera.it/ocd/attocamera.rdf/ac18_2242,Governo,20191107,20191118
http://dati.camera.it/ocd/attocamera.rdf/ac18_290-B,Parlamentare,20210524,20220302
http://dati.camera.it/ocd/attocamera.rdf/ac18_1816,Governo,20190430,20190619
http://dati.camera.it/ocd/attocamera.rdf/ac18_3434,Governo,20220107,20220302
http://dati.camera.it/ocd/attocamera.rdf/ac18_2524,Governo,20200527,20210323
http://dati.camera.it/ocd/attocamera.rdf/ac18_1679,Parlamentare,20190313,20190918
http://dati.camera.it/ocd/attocamera.rdf/ac18_1433,Governo,20181210,20190612
http://dati.camera.it/ocd/attocamera.rdf/ac18_2779,Governo,20201112,20201125
http://dati.camera.it/ocd/attocamera.rdf/ac18_1350,Parlamentare,20181107,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_3522,Governo,20220318,20220324
http://dati.camera.it/ocd/attocamera.rdf/ac18_1992,Governo,20190716,20191113
http://dati.camera.it/ocd/attocamera.rdf/ac18_687,Parlamentare,20180604,20210330
http://dati.camera.it/ocd/attocamera.rdf/ac18_2915,Governo,20210301,20210421
http://dati.camera.it/ocd/attocamera.rdf/ac18_2416,Governo,20200228,20220111
http://dati.camera.it/ocd/attocamera.rdf/ac18_2547,Governo,20200617,20200625
http://dati.camera.it/ocd/attocamera.rdf/ac18_2222,Governo,20191030,20191219
http://dati.camera.it/ocd/attocamera.rdf/ac18_3687,Governo,20220719,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_2737,Governo,20201022,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_2463,Governo,20200410,20200424
http://dati.camera.it/ocd/attocamera.rdf/ac18_3099,Governo,20210507,20210519
http://dati.camera.it/ocd/attocamera.rdf/ac18_2414,Governo,20200228,20220111
http://dati.camera.it/ocd/attocamera.rdf/ac18_2231,Governo,20191030,20210526
http://dati.camera.it/ocd/attocamera.rdf/ac18_807,Parlamentare,20180628,20180731
http://dati.camera.it/ocd/attocamera.rdf/ac18_1909,Governo,20190612,20191106
http://dati.camera.it/ocd/attocamera.rdf/ac18_1486,Governo,20190108,20190306
http://dati.camera.it/ocd/attocamera.rdf/ac18_3440,Governo,20220112,20220505
http://dati.camera.it/ocd/attocamera.rdf/ac18_3423,Governo,20211223,20220705
http://dati.camera.it/ocd/attocamera.rdf/ac18_1988,Governo,20190716,20191106
http://dati.camera.it/ocd/attocamera.rdf/ac18_2402,Governo,20200223,20200304
http://dati.camera.it/ocd/attocamera.rdf/ac18_3495,Governo,20220301,20220421
http://dati.camera.it/ocd/attocamera.rdf/ac18_2648,Governo,20200905,20200910
http://dati.camera.it/ocd/attocamera.rdf/ac18_2507,Parlamentare,20200521,20210318
http://dati.camera.it/ocd/attocamera.rdf/ac18_1465,Parlamentare,20181219,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_1317,Parlamentare,20181030,20211103
http://dati.camera.it/ocd/attocamera.rdf/ac18_3325,Governo,20211014,20220802
http://dati.camera.it/ocd/attocamera.rdf/ac18_3042,Governo,20210421,20211111
http://dati.camera.it/ocd/attocamera.rdf/ac18_3257,Governo,20210805,20210915
http://dati.camera.it/ocd/attocamera.rdf/ac18_3653,Governo,20220621,20220802
http://dati.camera.it/ocd/attocamera.rdf/ac18_850,Governo,20180702,20180926
http://dati.camera.it/ocd/attocamera.rdf/ac18_1302,Parlamentare,20181024,20190514
http://dati.camera.it/ocd/attocamera.rdf/ac18_1939-B,Governo,20211110,20220511
http://dati.camera.it/ocd/attocamera.rdf/ac18_851,Governo,20180702,20180926
http://dati.camera.it/ocd/attocamera.rdf/ac18_2934,Governo,20210310,20210323
http://dati.camera.it/ocd/attocamera.rdf/ac18_2631,Governo,20200805,20210414
http://dati.camera.it/ocd/attocamera.rdf/ac18_1681,Governo,20190313,20190411
http://dati.camera.it/ocd/attocamera.rdf/ac18_2790-bis,Governo,20201120,20201230
http://dati.camera.it/ocd/attocamera.rdf/ac18_764,Governo,20180622,20180726
http://dati.camera.it/ocd/attocamera.rdf/ac18_924,Governo,20180713,20180807
http://dati.camera.it/ocd/attocamera.rdf/ac18_1160,Parlamentare,20180912,20190227
http://dati.camera.it/ocd/attocamera.rdf/ac18_2045,Parlamentare,20190731,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_2670-B,Governo,20211105,20211221
http://dati.camera.it/ocd/attocamera.rdf/ac18_1640,Governo,20190301,20200527
http://dati.camera.it/ocd/attocamera.rdf/ac18_2572,Governo,20200708,20201007
http://dati.camera.it/ocd/attocamera.rdf/ac18_3326,Parlamentare,20211014,20220112
http://dati.camera.it/ocd/attocamera.rdf/ac18_43,Parlamentare,20180323,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_1027,Parlamentare,20180731,20210414
http://dati.camera.it/ocd/attocamera.rdf/ac18_1678,Parlamentare,20190313,20190918
http://dati.camera.it/ocd/attocamera.rdf/ac18_2619,Governo,20200731,20200806
http://dati.camera.it/ocd/attocamera.rdf/ac18_3323,Governo,20211014,20220505
http://dati.camera.it/ocd/attocamera.rdf/ac18_2229,Governo,20191030,20200929
http://dati.camera.it/ocd/attocamera.rdf/ac18_734,Parlamentare,20180614,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_3676,Governo,20220711,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_2823,Governo,20201210,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_1203,Parlamentare,20180927,20190625
http://dati.camera.it/ocd/attocamera.rdf/ac18_2017,Governo,20190724,20190925
http://dati.camera.it/ocd/attocamera.rdf/ac18_1814,Parlamentare,20190430,20190925
http://dati.camera.it/ocd/attocamera.rdf/ac18_1990,Governo,20190716,20191113
http://dati.camera.it/ocd/attocamera.rdf/ac18_1696,Parlamentare,20190321,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_3354,Governo,20211106,20211223
http://dati.camera.it/ocd/attocamera.rdf/ac18_2115,Parlamentare,20190925,20220401
http://dati.camera.it/ocd/attocamera.rdf/ac18_2069,Parlamentare,20190807,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_2521,Governo,20200527,20200929
http://dati.camera.it/ocd/attocamera.rdf/ac18_1768,Governo,20190410,20211013
http://dati.camera.it/ocd/attocamera.rdf/ac18_1934,Parlamentare,20190626,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_3547,Governo,20220331,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_2019,Governo,20190725,20190806
http://dati.camera.it/ocd/attocamera.rdf/ac18_2578,Governo,20200709,20210414
http://dati.camera.it/ocd/attocamera.rdf/ac18_1677,Governo,20190313,20210420
http://dati.camera.it/ocd/attocamera.rdf/ac18_3591,Governo,20220504,20220628
http://dati.camera.it/ocd/attocamera.rdf/ac18_2842,Governo,20201223,20211013
http://dati.camera.it/ocd/attocamera.rdf/ac18_544-B,Parlamentare,20220526,20220712
http://dati.camera.it/ocd/attocamera.rdf/ac18_3091,Parlamentare,20210505,20211013
http://dati.camera.it/ocd/attocamera.rdf/ac18_2921,Governo,20210303,20210311
http://dati.camera.it/ocd/attocamera.rdf/ac18_2313,Parlamentare,20191220,20210609
http://dati.camera.it/ocd/attocamera.rdf/ac18_2423,Governo,20200305,20200331
http://dati.camera.it/ocd/attocamera.rdf/ac18_1041,Governo,20180801,20180807
http://dati.camera.it/ocd/attocamera.rdf/ac18_522,Parlamentare,20180417,20211026
http://dati.camera.it/ocd/attocamera.rdf/ac18_3201,Governo,20210708,20210728
http://dati.camera.it/ocd/attocamera.rdf/ac18_2039,Parlamentare,20190731,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_478,Parlamentare,20180406,20200205
http://dati.camera.it/ocd/attocamera.rdf/ac18_1798,Governo,20190418,20190711
http://dati.camera.it/ocd/attocamera.rdf/ac18_1924,CNEL,20190619,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_2407,Governo,20200227,20200304
http://dati.camera.it/ocd/attocamera.rdf/ac18_2577,Governo,20200709,20210512
http://dati.camera.it/ocd/attocamera.rdf/ac18_2332,Parlamentare,20200109,20211104
http://dati.camera.it/ocd/attocamera.rdf/ac18_3703,Governo,20220805,20220809
http://dati.camera.it/ocd/attocamera.rdf/ac18_2525,Governo,20200528,20200606
http://dati.camera.it/ocd/attocamera.rdf/ac18_2537,Governo,20200610,20200630
http://dati.camera.it/ocd/attocamera.rdf/ac18_2989,Governo,20210331,20210413
http://dati.camera.it/ocd/attocamera.rdf/ac18_712,Parlamentare,20180608,20190925
http://dati.camera.it/ocd/attocamera.rdf/ac18_484,Governo,20180410,20180530
http://dati.camera.it/ocd/attocamera.rdf/ac18_1576,Parlamentare,20190206,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_1813,Parlamentare,20190430,20211202
http://dati.camera.it/ocd/attocamera.rdf/ac18_3625,Governo,20220523,20220713
http://dati.camera.it/ocd/attocamera.rdf/ac18_1123,Governo,20180810,20190109
http://dati.camera.it/ocd/attocamera.rdf/ac18_1615,Parlamentare,20190220,20190702
http://dati.camera.it/ocd/attocamera.rdf/ac18_583,Governo,20180509,20180703
http://dati.camera.it/ocd/attocamera.rdf/ac18_2051,Parlamentare,20190801,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_1408,Governo,20181130,20181213
http://dati.camera.it/ocd/attocamera.rdf/ac18_2413,Governo,20200228,20220111
http://dati.camera.it/ocd/attocamera.rdf/ac18_1676,Governo,20190313,20210526
http://dati.camera.it/ocd/attocamera.rdf/ac18_2211,Governo,20191024,20191211
http://dati.camera.it/ocd/attocamera.rdf/ac18_3704,Governo,20220914,20220920
http://dati.camera.it/ocd/attocamera.rdf/ac18_1390,Parlamentare,20181121,20190109
http://dati.camera.it/ocd/attocamera.rdf/ac18_1718,Governo,20190329,20190515
http://dati.camera.it/ocd/attocamera.rdf/ac18_2272,Parlamentare,20191127,20211103
http://dati.camera.it/ocd/attocamera.rdf/ac18_183-B,Parlamentare,20220316,20220511
http://dati.camera.it/ocd/attocamera.rdf/ac18_1941,Governo,20190627,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_2373,Governo,20200206,20200929
http://dati.camera.it/ocd/attocamera.rdf/ac18_274,Parlamentare,20180323,20190312
http://dati.camera.it/ocd/attocamera.rdf/ac18_2394,Governo,20200220,20200227
http://dati.camera.it/ocd/attocamera.rdf/ac18_2575,Governo,20200709,20210512
http://dati.camera.it/ocd/attocamera.rdf/ac18_1870,Parlamentare,20190529,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_3314,Governo,20211013,20211021
http://dati.camera.it/ocd/attocamera.rdf/ac18_2772,Governo,20201110,20201229
http://dati.camera.it/ocd/attocamera.rdf/ac18_1770,Governo,20190410,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_1623,Governo,20190221,20200708
http://dati.camera.it/ocd/attocamera.rdf/ac18_1485,Popolare,20190104,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_2070,Parlamentare,20190807,20200721
http://dati.camera.it/ocd/attocamera.rdf/ac18_2479,Parlamentare,20200428,20210318
http://dati.camera.it/ocd/attocamera.rdf/ac18_1209,Governo,20180928,20181115
http://dati.camera.it/ocd/attocamera.rdf/ac18_3374,Governo,20211118,20211201
http://dati.camera.it/ocd/attocamera.rdf/ac18_2576,Governo,20200709,20210512
http://dati.camera.it/ocd/attocamera.rdf/ac18_1806,Parlamentare,20190429,20200129
http://dati.camera.it/ocd/attocamera.rdf/ac18_3442,Governo,20220113,20220120
http://dati.camera.it/ocd/attocamera.rdf/ac18_1822,Parlamentare,20190502,20190718
http://dati.camera.it/ocd/attocamera.rdf/ac18_1469,Governo,20181219,20190711
http://dati.camera.it/ocd/attocamera.rdf/ac18_3156-B,Parlamentare,20211105,20220208
http://dati.camera.it/ocd/attocamera.rdf/ac18_2573,Governo,20200708,20201007
http://dati.camera.it/ocd/attocamera.rdf/ac18_491-B,Parlamentare,20220224,20220524
http://dati.camera.it/ocd/attocamera.rdf/ac18_2203,Governo,20191023,20191031
http://dati.camera.it/ocd/attocamera.rdf/ac18_3324,Governo,20211014,20220505
http://dati.camera.it/ocd/attocamera.rdf/ac18_2993,Parlamentare,20210401,20220803
http://dati.camera.it/ocd/attocamera.rdf/ac18_1907,Parlamentare,20190612,20211103
http://dati.camera.it/ocd/attocamera.rdf/ac18_1332,Parlamentare,20181031,20190429
http://dati.camera.it/ocd/attocamera.rdf/ac18_916,Parlamentare,20180712,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_615,Parlamentare,20180511,20211026
http://dati.camera.it/ocd/attocamera.rdf/ac18_3656,Governo,20220623,20220629
http://dati.camera.it/ocd/attocamera.rdf/ac18_392,Parlamentare,20180327,20190402
http://dati.camera.it/ocd/attocamera.rdf/ac18_1353,Parlamentare,20181108,20190226
http://dati.camera.it/ocd/attocamera.rdf/ac18_3467,Governo,20220211,20220217
http://dati.camera.it/ocd/attocamera.rdf/ac18_2232,Governo,20191030,20210526
http://dati.camera.it/ocd/attocamera.rdf/ac18_3609,Governo,20220513,20220519
http://dati.camera.it/ocd/attocamera.rdf/ac18_1394,Governo,20181122,20190429
http://dati.camera.it/ocd/attocamera.rdf/ac18_1648,Governo,20190306,20191030
http://dati.camera.it/ocd/attocamera.rdf/ac18_2858,Governo,20210113,20211111
http://dati.camera.it/ocd/attocamera.rdf/ac18_3367,Parlamentare,20211112,20211210
http://dati.camera.it/ocd/attocamera.rdf/ac18_3475,Governo,20220218,20220727
http://dati.camera.it/ocd/attocamera.rdf/ac18_2527,Parlamentare,20200528,20201104
http://dati.camera.it/ocd/attocamera.rdf/ac18_2480,Parlamentare,20200428,20210318
http://dati.camera.it/ocd/attocamera.rdf/ac18_664,Parlamentare,20180524,20180731
http://dati.camera.it/ocd/attocamera.rdf/ac18_3491,Governo,20220225,20220331
