s,iniziativa,presentazione,approvazione
http://dati.camera.it/ocd/attocamera.rdf/ac18_1815,Parlamentare,20190430,20190925
http://dati.camera.it/ocd/attocamera.rdf/ac18_1356,Parlamentare,20181109,20220405
http://dati.camera.it/ocd/attocamera.rdf/ac18_3289,Governo,20210922,20211125
http://dati.camera.it/ocd/attocamera.rdf/ac18_1189-B,Governo,20181213,20181218
http://dati.camera.it/ocd/attocamera.rdf/ac18_3113,Governo,20210514,20210525
http://dati.camera.it/ocd/attocamera.rdf/ac18_336,Parlamentare,20180323,20180731
http://dati.camera.it/ocd/attocamera.rdf/ac18_2121,Governo,20190925,20200930
http://dati.camera.it/ocd/attocamera.rdf/ac18_2284,Governo,20191202,20200129
http://dati.camera.it/ocd/attocamera.rdf/ac18_1126,Governo,20180810,20190109
http://dati.camera.it/ocd/attocamera.rdf/ac18_1171,Parlamentare,20180919,20210525
http://dati.camera.it/ocd/attocamera.rdf/ac18_2435,Governo,20200313,20210923
http://dati.camera.it/ocd/attocamera.rdf/ac18_2500,Governo,20200519,20200716
http://dati.camera.it/ocd/attocamera.rdf/ac18_1124,Governo,20180810,20210112
http://dati.camera.it/ocd/attocamera.rdf/ac18_2359,Governo,20200130,20200929
http://dati.camera.it/ocd/attocamera.rdf/ac18_2322,Governo,20191223,20210420
http://dati.camera.it/ocd/attocamera.rdf/ac18_2656,Governo,20200909,20211111
http://dati.camera.it/ocd/attocamera.rdf/ac18_1766,Governo,20190410,20211013
http://dati.camera.it/ocd/attocamera.rdf/ac18_2454,Parlamentare,20200401,20211026
http://dati.camera.it/ocd/attocamera.rdf/ac18_1464,Parlamentare,20181219,20190801
http://dati.camera.it/ocd/attocamera.rdf/ac18_2000,Governo,20190718,20190730
http://dati.camera.it/ocd/attocamera.rdf/ac18_1797,Governo,20190418,20190711
http://dati.camera.it/ocd/attocamera.rdf/ac18_1989,Governo,20190716,20191106
http://dati.camera.it/ocd/attocamera.rdf/ac18_181-B,Parlamentare,20210527,20210728
http://dati.camera.it/ocd/attocamera.rdf/ac18_2120,Governo,20190925,20200805
http://dati.camera.it/ocd/attocamera.rdf/ac18_2207,Parlamentare,20191023,20210112
http://dati.camera.it/ocd/attocamera.rdf/ac18_3242,Governo,20210729,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_3208-B,Governo,20220701,20220802
http://dati.camera.it/ocd/attocamera.rdf/ac18_2617,Governo,20200730,20200923
http://dati.camera.it/ocd/attocamera.rdf/ac18_1993,Governo,20190716,20191113
http://dati.camera.it/ocd/attocamera.rdf/ac18_1573,Parlamentare,20190205,20220406
http://dati.camera.it/ocd/attocamera.rdf/ac18_3424,Governo,20211224,20211230
http://dati.camera.it/ocd/attocamera.rdf/ac18_3243,Governo,20210730,20210805
http://dati.camera.it/ocd/attocamera.rdf/ac18_2325,Governo,20191231,20200226
http://dati.camera.it/ocd/attocamera.rdf/ac18_2972,Governo,20210324,20210518
http://dati.camera.it/ocd/attocamera.rdf/ac18_2220,Governo,20191026,20191217
http://dati.camera.it/ocd/attocamera.rdf/ac18_893-B,Parlamentare,20211215,20220303
http://dati.camera.it/ocd/attocamera.rdf/ac18_1117,Governo,20180808,20180920
http://dati.camera.it/ocd/attocamera.rdf/ac18_3146,Governo,20210531,20210728
http://dati.camera.it/ocd/attocamera.rdf/ac18_3241,Governo,20210729,20220406
